Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Sudeste;São Paulo;Masculino;81 a 90;AD-Condutor Moto/Ônibus;4878
Sudeste;São Paulo;Masculino;81 a 90;AE-Condutor Moto/Carreta;367
Sudeste;São Paulo;Masculino;81 a 90;B-Condutor Carro;342119
Sudeste;São Paulo;Masculino;81 a 90;C-Condutor Caminhão;21726
Sudeste;São Paulo;Masculino;81 a 90;D-Condutor Ônibus;46980
Sudeste;São Paulo;Masculino;81 a 90;E-Condutor Carreta;2430
Sudeste;São Paulo;Masculino;81 a 90;X-Condutor Ciclomotor;1
Sudeste;São Paulo;Masculino;91 a 100;A-Condutor Moto;167
Sudeste;São Paulo;Masculino;91 a 100;AB-Condutor Moto/Carro;6942
Sudeste;São Paulo;Masculino;91 a 100;AC-Condutor Moto/Caminhão;359
Sudeste;São Paulo;Masculino;91 a 100;AD-Condutor Moto/Ônibus;497
Sudeste;São Paulo;Masculino;91 a 100;AE-Condutor Moto/Carreta;28
Sudeste;São Paulo;Masculino;91 a 100;B-Condutor Carro;139273
Sudeste;São Paulo;Masculino;91 a 100;C-Condutor Caminhão;5486
Sudeste;São Paulo;Masculino;91 a 100;D-Condutor Ônibus;6302
Sudeste;São Paulo;Masculino;91 a 100;E-Condutor Carreta;223
Sudeste;São Paulo;Masculino;101 a 120;A-Condutor Moto;14
Sudeste;São Paulo;Masculino;101 a 120;AB-Condutor Moto/Carro;561
Sudeste;São Paulo;Masculino;101 a 120;AC-Condutor Moto/Caminhão;14
Sudeste;São Paulo;Masculino;101 a 120;AD-Condutor Moto/Ônibus;8
Sudeste;São Paulo;Masculino;101 a 120;AE-Condutor Moto/Carreta;2
Sudeste;São Paulo;Masculino;101 a 120;B-Condutor Carro;17552
Sudeste;São Paulo;Masculino;101 a 120;C-Condutor Caminhão;248
Sudeste;São Paulo;Masculino;101 a 120;D-Condutor Ônibus;141
Sudeste;São Paulo;Masculino;101 a 120;E-Condutor Carreta;4
Sudeste;São Paulo;Feminino;18 a 21;A-Condutor Moto;1874
Sudeste;São Paulo;Feminino;18 a 21;AB-Condutor Moto/Carro;106157
Sudeste;São Paulo;Feminino;18 a 21;AC-Condutor Moto/Caminhão;5
Sudeste;São Paulo;Feminino;18 a 21;AD-Condutor Moto/Ônibus;20
Sudeste;São Paulo;Feminino;18 a 21;B-Condutor Carro;115741
Sudeste;São Paulo;Feminino;18 a 21;C-Condutor Caminhão;4
Sudeste;São Paulo;Feminino;18 a 21;D-Condutor Ônibus;9
Sudeste;São Paulo;Feminino;22 a 25;A-Condutor Moto;9012
Sudeste;São Paulo;Feminino;22 a 25;AB-Condutor Moto/Carro;250796
Sudeste;São Paulo;Feminino;22 a 25;AC-Condutor Moto/Caminhão;17
Sudeste;São Paulo;Feminino;22 a 25;AD-Condutor Moto/Ônibus;619
Sudeste;São Paulo;Feminino;22 a 25;AE-Condutor Moto/Carreta;23
Sudeste;São Paulo;Feminino;22 a 25;B-Condutor Carro;309047
Sudeste;São Paulo;Feminino;22 a 25;C-Condutor Caminhão;5
Sudeste;São Paulo;Feminino;22 a 25;D-Condutor Ônibus;211
Sudeste;São Paulo;Feminino;22 a 25;E-Condutor Carreta;7
Sudeste;São Paulo;Feminino;22 a 25;X-Condutor Ciclomotor;1
Sudeste;São Paulo;Feminino;22 a 25;XB-Condutor Ciclomotor/Carro;1
Sudeste;São Paulo;Feminino;26 a 30;A-Condutor Moto;13214
Sudeste;São Paulo;Feminino;26 a 30;AB-Condutor Moto/Carro;407804
Sudeste;São Paulo;Feminino;26 a 30;AC-Condutor Moto/Caminhão;54
Sudeste;São Paulo;Feminino;26 a 30;AD-Condutor Moto/Ônibus;2726
Sudeste;São Paulo;Feminino;26 a 30;AE-Condutor Moto/Carreta;206
Sudeste;São Paulo;Feminino;26 a 30;B-Condutor Carro;534378
Sudeste;São Paulo;Feminino;26 a 30;C-Condutor Caminhão;8
Sudeste;São Paulo;Feminino;26 a 30;D-Condutor Ônibus;1023
Sudeste;São Paulo;Feminino;26 a 30;E-Condutor Carreta;25
Sudeste;São Paulo;Feminino;26 a 30;XB-Condutor Ciclomotor/Carro;1
Sudeste;São Paulo;Feminino;31 a 40;A-Condutor Moto;25333
Sudeste;São Paulo;Feminino;31 a 40;AB-Condutor Moto/Carro;873163
Sudeste;São Paulo;Feminino;31 a 40;AC-Condutor Moto/Caminhão;218
Sudeste;São Paulo;Feminino;31 a 40;AD-Condutor Moto/Ônibus;14517
Sudeste;São Paulo;Feminino;31 a 40;AE-Condutor Moto/Carreta;1531
Sudeste;São Paulo;Feminino;31 a 40;B-Condutor Carro;1540219
Sudeste;São Paulo;Feminino;31 a 40;C-Condutor Caminhão;75
Sudeste;São Paulo;Feminino;31 a 40;D-Condutor Ônibus;8391
Sudeste;São Paulo;Feminino;31 a 40;E-Condutor Carreta;271
Sudeste;São Paulo;Feminino;31 a 40;X-Condutor Ciclomotor;2
Sudeste;São Paulo;Feminino;31 a 40;XB-Condutor Ciclomotor/Carro;5
Sudeste;São Paulo;Feminino;41 a 50;A-Condutor Moto;17307
Sudeste;São Paulo;Feminino;41 a 50;AB-Condutor Moto/Carro;495094
Sudeste;São Paulo;Feminino;41 a 50;AC-Condutor Moto/Caminhão;1290
Sudeste;São Paulo;Feminino;41 a 50;AD-Condutor Moto/Ônibus;13888
Sudeste;São Paulo;Feminino;41 a 50;AE-Condutor Moto/Carreta;1900
Sudeste;São Paulo;Feminino;41 a 50;B-Condutor Carro;1565895
Sudeste;São Paulo;Feminino;41 a 50;C-Condutor Caminhão;1546
Sudeste;São Paulo;Feminino;41 a 50;D-Condutor Ônibus;16724
Sudeste;São Paulo;Feminino;41 a 50;E-Condutor Carreta;634
Sudeste;São Paulo;Feminino;41 a 50;X-Condutor Ciclomotor;1
Sudeste;São Paulo;Feminino;41 a 50;XB-Condutor Ciclomotor/Carro;6
Sudeste;São Paulo;Feminino;51 a 60;A-Condutor Moto;8081
Sudeste;São Paulo;Feminino;51 a 60;AB-Condutor Moto/Carro;203462
Sudeste;São Paulo;Feminino;51 a 60;AC-Condutor Moto/Caminhão;8100
Sudeste;São Paulo;Feminino;51 a 60;AD-Condutor Moto/Ônibus;6678
Sudeste;São Paulo;Feminino;51 a 60;AE-Condutor Moto/Carreta;1078
Sudeste;São Paulo;Feminino;51 a 60;B-Condutor Carro;1179657
Sudeste;São Paulo;Feminino;51 a 60;C-Condutor Caminhão;27532
Sudeste;São Paulo;Feminino;51 a 60;D-Condutor Ônibus;19317
Sudeste;São Paulo;Feminino;51 a 60;E-Condutor Carreta;670
Sudeste;São Paulo;Feminino;51 a 60;X-Condutor Ciclomotor;2
Sudeste;São Paulo;Feminino;51 a 60;XB-Condutor Ciclomotor/Carro;4
Sudeste;São Paulo;Feminino;61 a 70;A-Condutor Moto;1698
Sudeste;São Paulo;Feminino;61 a 70;AB-Condutor Moto/Carro;48133
Sudeste;São Paulo;Feminino;61 a 70;AC-Condutor Moto/Caminhão;1717
Sudeste;São Paulo;Feminino;61 a 70;AD-Condutor Moto/Ônibus;2139
Sudeste;São Paulo;Feminino;61 a 70;AE-Condutor Moto/Carreta;260
Sudeste;São Paulo;Feminino;61 a 70;B-Condutor Carro;840200
Sudeste;São Paulo;Feminino;61 a 70;C-Condutor Caminhão;18729
Sudeste;São Paulo;Feminino;61 a 70;D-Condutor Ônibus;14022
Sudeste;São Paulo;Feminino;61 a 70;E-Condutor Carreta;361
Sudeste;São Paulo;Feminino;61 a 70;X-Condutor Ciclomotor;3
Sudeste;São Paulo;Feminino;61 a 70;XB-Condutor Ciclomotor/Carro;2
Sudeste;São Paulo;Feminino;71 a 80;A-Condutor Moto;171
Sudeste;São Paulo;Feminino;71 a 80;AB-Condutor Moto/Carro;6640
Sudeste;São Paulo;Feminino;71 a 80;AC-Condutor Moto/Caminhão;203
Sudeste;São Paulo;Feminino;71 a 80;AD-Condutor Moto/Ônibus;285
Sudeste;São Paulo;Feminino;71 a 80;AE-Condutor Moto/Carreta;24
Sudeste;São Paulo;Feminino;71 a 80;B-Condutor Carro;390902
Sudeste;São Paulo;Feminino;71 a 80;C-Condutor Caminhão;5844
Sudeste;São Paulo;Feminino;71 a 80;D-Condutor Ônibus;4051
Sudeste;São Paulo;Feminino;71 a 80;E-Condutor Carreta;68
Sudeste;São Paulo;Feminino;81 a 90;A-Condutor Moto;14
Sudeste;São Paulo;Feminino;81 a 90;AB-Condutor Moto/Carro;617
Sudeste;São Paulo;Feminino;81 a 90;AC-Condutor Moto/Caminhão;24
Sudeste;São Paulo;Feminino;81 a 90;AD-Condutor Moto/Ônibus;40
Sudeste;São Paulo;Feminino;81 a 90;AE-Condutor Moto/Carreta;3
Sudeste;São Paulo;Feminino;81 a 90;B-Condutor Carro;130233
Sudeste;São Paulo;Feminino;81 a 90;C-Condutor Caminhão;1000
Sudeste;São Paulo;Feminino;81 a 90;D-Condutor Ônibus;752
Sudeste;São Paulo;Feminino;81 a 90;E-Condutor Carreta;11
Sudeste;São Paulo;Feminino;91 a 100;A-Condutor Moto;2
Sudeste;São Paulo;Feminino;91 a 100;AB-Condutor Moto/Carro;79
Sudeste;São Paulo;Feminino;91 a 100;AC-Condutor Moto/Caminhão;1
Sudeste;São Paulo;Feminino;91 a 100;AD-Condutor Moto/Ônibus;4
Sudeste;São Paulo;Feminino;91 a 100;B-Condutor Carro;30060
Sudeste;São Paulo;Feminino;91 a 100;C-Condutor Caminhão;58
Sudeste;São Paulo;Feminino;91 a 100;D-Condutor Ônibus;41
Sudeste;São Paulo;Feminino;91 a 100;E-Condutor Carreta;1
Sudeste;São Paulo;Feminino;101 a 120;A-Condutor Moto;1
Sudeste;São Paulo;Feminino;101 a 120;AB-Condutor Moto/Carro;5
Sudeste;São Paulo;Feminino;101 a 120;B-Condutor Carro;1880
Sudeste;São Paulo;Feminino;101 a 120;C-Condutor Caminhão;5
Sudeste;São Paulo;Feminino;101 a 120;D-Condutor Ônibus;1
Sudeste;São Paulo;Feminino;Mais de 120;AB-Condutor Moto/Carro;1
Sul;Paraná;Masculino;18 a 21;A-Condutor Moto;1016
Sul;Paraná;Masculino;18 a 21;AB-Condutor Moto/Carro;82775
Sul;Paraná;Masculino;18 a 21;AC-Condutor Moto/Caminhão;1957
Sul;Paraná;Masculino;18 a 21;AD-Condutor Moto/Ônibus;459
Sul;Paraná;Masculino;18 a 21;AE-Condutor Moto/Carreta;101
Sul;Paraná;Masculino;18 a 21;B-Condutor Carro;35329
Sul;Paraná;Masculino;18 a 21;C-Condutor Caminhão;379
Sul;Paraná;Masculino;18 a 21;D-Condutor Ônibus;65
Sul;Paraná;Masculino;18 a 21;E-Condutor Carreta;27
Sul;Paraná;Masculino;22 a 25;A-Condutor Moto;3258
Sul;Paraná;Masculino;22 a 25;AB-Condutor Moto/Carro;148560
Sul;Paraná;Masculino;22 a 25;AC-Condutor Moto/Caminhão;4617
Sul;Paraná;Masculino;22 a 25;AD-Condutor Moto/Ônibus;9791
Sul;Paraná;Masculino;22 a 25;AE-Condutor Moto/Carreta;2522
Sul;Paraná;Masculino;22 a 25;B-Condutor Carro;69330
Sul;Paraná;Masculino;22 a 25;C-Condutor Caminhão;981
Sul;Paraná;Masculino;22 a 25;D-Condutor Ônibus;1648
Sul;Paraná;Masculino;22 a 25;E-Condutor Carreta;523
Sul;Paraná;Masculino;22 a 25;X-Condutor Ciclomotor;1
Sul;Paraná;Masculino;22 a 25;XB-Condutor Ciclomotor/Carro;7
Sul;Paraná;Masculino;26 a 30;A-Condutor Moto;4849
Sul;Paraná;Masculino;26 a 30;AB-Condutor Moto/Carro;211061
Sul;Paraná;Masculino;26 a 30;AC-Condutor Moto/Caminhão;7642
Sul;Paraná;Masculino;26 a 30;AD-Condutor Moto/Ônibus;25861
Sul;Paraná;Masculino;26 a 30;AE-Condutor Moto/Carreta;9935
Sul;Paraná;Masculino;26 a 30;B-Condutor Carro;94888
Sul;Paraná;Masculino;26 a 30;C-Condutor Caminhão;1365
Sul;Paraná;Masculino;26 a 30;D-Condutor Ônibus;4211
Sul;Paraná;Masculino;26 a 30;E-Condutor Carreta;1669
Sul;Paraná;Masculino;26 a 30;XB-Condutor Ciclomotor/Carro;21
Sul;Paraná;Masculino;26 a 30;XD-Condutor Ciclomotor/Ônibus;1
Sul;Paraná;Masculino;26 a 30;XE-Condutor Ciclomotor/Carreta;1
Sul;Paraná;Masculino;31 a 40;A-Condutor Moto;8544
Sul;Paraná;Masculino;31 a 40;AB-Condutor Moto/Carro;389154
Sul;Paraná;Masculino;31 a 40;AC-Condutor Moto/Caminhão;21120
Sul;Paraná;Masculino;31 a 40;AD-Condutor Moto/Ônibus;82222
Sul;Paraná;Masculino;31 a 40;AE-Condutor Moto/Carreta;46872
Sul;Paraná;Masculino;31 a 40;B-Condutor Carro;196255
Sul;Paraná;Masculino;31 a 40;C-Condutor Caminhão;5088
Sul;Paraná;Masculino;31 a 40;D-Condutor Ônibus;17584
Sul;Paraná;Masculino;31 a 40;E-Condutor Carreta;10533
Sul;Paraná;Masculino;31 a 40;X-Condutor Ciclomotor;1
Sul;Paraná;Masculino;31 a 40;XB-Condutor Ciclomotor/Carro;72
Sul;Paraná;Masculino;31 a 40;XC-Condutor Ciclomotor/Caminhão;8
Sul;Paraná;Masculino;31 a 40;XD-Condutor Ciclomotor/Ônibus;3
Sul;Paraná;Masculino;31 a 40;XE-Condutor Ciclomotor/Carreta;4
Sul;Paraná;Masculino;41 a 50;A-Condutor Moto;5887
Sul;Paraná;Masculino;41 a 50;AB-Condutor Moto/Carro;237453
Sul;Paraná;Masculino;41 a 50;AC-Condutor Moto/Caminhão;32882
Sul;Paraná;Masculino;41 a 50;AD-Condutor Moto/Ônibus;65588
Sul;Paraná;Masculino;41 a 50;AE-Condutor Moto/Carreta;52403
Sul;Paraná;Masculino;41 a 50;B-Condutor Carro;219146
Sul;Paraná;Masculino;41 a 50;C-Condutor Caminhão;16552
Sul;Paraná;Masculino;41 a 50;D-Condutor Ônibus;31625
Sul;Paraná;Masculino;41 a 50;E-Condutor Carreta;26847
Sul;Paraná;Masculino;41 a 50;XB-Condutor Ciclomotor/Carro;49
Sul;Paraná;Masculino;41 a 50;XC-Condutor Ciclomotor/Caminhão;8
Sul;Paraná;Masculino;41 a 50;XD-Condutor Ciclomotor/Ônibus;4
Sul;Paraná;Masculino;41 a 50;XE-Condutor Ciclomotor/Carreta;16
Sul;Paraná;Masculino;51 a 60;A-Condutor Moto;4372
Sul;Paraná;Masculino;51 a 60;AB-Condutor Moto/Carro;161356
Sul;Paraná;Masculino;51 a 60;AC-Condutor Moto/Caminhão;51021
Sul;Paraná;Masculino;51 a 60;AD-Condutor Moto/Ônibus;36378
Sul;Paraná;Masculino;51 a 60;AE-Condutor Moto/Carreta;36290
Sul;Paraná;Masculino;51 a 60;B-Condutor Carro;193176
Sul;Paraná;Masculino;51 a 60;C-Condutor Caminhão;32588
Sul;Paraná;Masculino;51 a 60;D-Condutor Ônibus;27658
Sul;Paraná;Masculino;51 a 60;E-Condutor Carreta;24309
Sul;Paraná;Masculino;51 a 60;XB-Condutor Ciclomotor/Carro;41
Sul;Paraná;Masculino;51 a 60;XC-Condutor Ciclomotor/Caminhão;10
Sul;Paraná;Masculino;51 a 60;XD-Condutor Ciclomotor/Ônibus;1
Sul;Paraná;Masculino;51 a 60;XE-Condutor Ciclomotor/Carreta;11
Sul;Paraná;Masculino;61 a 70;A-Condutor Moto;1533
Sul;Paraná;Masculino;61 a 70;AB-Condutor Moto/Carro;76147
Sul;Paraná;Masculino;61 a 70;AC-Condutor Moto/Caminhão;26025
Sul;Paraná;Masculino;61 a 70;AD-Condutor Moto/Ônibus;13609
Sul;Paraná;Masculino;61 a 70;AE-Condutor Moto/Carreta;11950
Sul;Paraná;Masculino;61 a 70;B-Condutor Carro;176018
Sul;Paraná;Masculino;61 a 70;C-Condutor Caminhão;44972
Sul;Paraná;Masculino;61 a 70;D-Condutor Ônibus;23577
Sul;Paraná;Masculino;61 a 70;E-Condutor Carreta;20018
Sul;Paraná;Masculino;61 a 70;X-Condutor Ciclomotor;3
Sul;Paraná;Masculino;61 a 70;XB-Condutor Ciclomotor/Carro;14
Sul;Paraná;Masculino;61 a 70;XC-Condutor Ciclomotor/Caminhão;2
Sul;Paraná;Masculino;61 a 70;XD-Condutor Ciclomotor/Ônibus;2
Sul;Paraná;Masculino;71 a 80;A-Condutor Moto;434
Sul;Paraná;Masculino;71 a 80;AB-Condutor Moto/Carro;27719
Sul;Paraná;Masculino;71 a 80;AC-Condutor Moto/Caminhão;4696
Sul;Paraná;Masculino;71 a 80;AD-Condutor Moto/Ônibus;3497
Sul;Paraná;Masculino;71 a 80;AE-Condutor Moto/Carreta;1535
Sul;Paraná;Masculino;71 a 80;B-Condutor Carro;133708
Sul;Paraná;Masculino;71 a 80;C-Condutor Caminhão;21642
Sul;Paraná;Masculino;71 a 80;D-Condutor Ônibus;14830
Sul;Paraná;Masculino;71 a 80;E-Condutor Carreta;6078
Sul;Paraná;Masculino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Sul;Paraná;Masculino;71 a 80;XE-Condutor Ciclomotor/Carreta;2
Sul;Paraná;Masculino;81 a 90;A-Condutor Moto;122
Sul;Paraná;Masculino;81 a 90;AB-Condutor Moto/Carro;6791
Sul;Paraná;Masculino;81 a 90;AC-Condutor Moto/Caminhão;1242
Sul;Paraná;Masculino;81 a 90;AD-Condutor Moto/Ônibus;919
Sul;Paraná;Masculino;81 a 90;AE-Condutor Moto/Carreta;124
Sul;Paraná;Masculino;81 a 90;B-Condutor Carro;65050
Sul;Paraná;Masculino;81 a 90;C-Condutor Caminhão;11478
Sul;Paraná;Masculino;81 a 90;D-Condutor Ônibus;8101
Sul;Paraná;Masculino;81 a 90;E-Condutor Carreta;1111
Sul;Paraná;Masculino;91 a 100;A-Condutor Moto;11
Sul;Paraná;Masculino;91 a 100;AB-Condutor Moto/Carro;1165
Sul;Paraná;Masculino;91 a 100;AC-Condutor Moto/Caminhão;188
Sul;Paraná;Masculino;91 a 100;AD-Condutor Moto/Ônibus;200
Sul;Paraná;Masculino;91 a 100;AE-Condutor Moto/Carreta;7
Sul;Paraná;Masculino;91 a 100;B-Condutor Carro;21114
Sul;Paraná;Masculino;91 a 100;C-Condutor Caminhão;3172
Sul;Paraná;Masculino;91 a 100;D-Condutor Ônibus;2657
Sul;Paraná;Masculino;91 a 100;E-Condutor Carreta;95
Sul;Paraná;Masculino;101 a 120;A-Condutor Moto;1
Sul;Paraná;Masculino;101 a 120;AB-Condutor Moto/Carro;92
Sul;Paraná;Masculino;101 a 120;AC-Condutor Moto/Caminhão;11
Sul;Paraná;Masculino;101 a 120;AD-Condutor Moto/Ônibus;9
Sul;Paraná;Masculino;101 a 120;B-Condutor Carro;2364
Sul;Paraná;Masculino;101 a 120;C-Condutor Caminhão;179
Sul;Paraná;Masculino;101 a 120;D-Condutor Ônibus;173
Sul;Paraná;Masculino;101 a 120;XB-Condutor Ciclomotor/Carro;1
Sul;Paraná;Feminino;18 a 21;A-Condutor Moto;456
Sul;Paraná;Feminino;18 a 21;AB-Condutor Moto/Carro;34598
Sul;Paraná;Feminino;18 a 21;AC-Condutor Moto/Caminhão;46
Sul;Paraná;Feminino;18 a 21;AD-Condutor Moto/Ônibus;10
Sul;Paraná;Feminino;18 a 21;AE-Condutor Moto/Carreta;1
Sul;Paraná;Feminino;18 a 21;B-Condutor Carro;40807
Sul;Paraná;Feminino;18 a 21;C-Condutor Caminhão;16
Sul;Paraná;Feminino;18 a 21;D-Condutor Ônibus;7
Sul;Paraná;Feminino;18 a 21;XB-Condutor Ciclomotor/Carro;1
Sul;Paraná;Feminino;22 a 25;A-Condutor Moto;2151
Sul;Paraná;Feminino;22 a 25;AB-Condutor Moto/Carro;70270
Sul;Paraná;Feminino;22 a 25;AC-Condutor Moto/Caminhão;95
Sul;Paraná;Feminino;22 a 25;AD-Condutor Moto/Ônibus;356
Sul;Paraná;Feminino;22 a 25;AE-Condutor Moto/Carreta;39
Sul;Paraná;Feminino;22 a 25;B-Condutor Carro;89279
Sul;Paraná;Feminino;22 a 25;C-Condutor Caminhão;34
Sul;Paraná;Feminino;22 a 25;D-Condutor Ônibus;154
Sul;Paraná;Feminino;22 a 25;E-Condutor Carreta;12
Sul;Paraná;Feminino;22 a 25;XB-Condutor Ciclomotor/Carro;1
Sul;Paraná;Feminino;26 a 30;A-Condutor Moto;4616
Sul;Paraná;Feminino;26 a 30;AB-Condutor Moto/Carro;119371
Sul;Paraná;Feminino;26 a 30;AC-Condutor Moto/Caminhão;151
Sul;Paraná;Feminino;26 a 30;AD-Condutor Moto/Ônibus;1283
Sul;Paraná;Feminino;26 a 30;AE-Condutor Moto/Carreta;160
Sul;Paraná;Feminino;26 a 30;B-Condutor Carro;139088
Sul;Paraná;Feminino;26 a 30;C-Condutor Caminhão;72
Sul;Paraná;Feminino;26 a 30;D-Condutor Ônibus;466
Sul;Paraná;Feminino;26 a 30;E-Condutor Carreta;23
Sul;Paraná;Feminino;26 a 30;XB-Condutor Ciclomotor/Carro;15
Sul;Paraná;Feminino;31 a 40;A-Condutor Moto;9507
Sul;Paraná;Feminino;31 a 40;AB-Condutor Moto/Carro;231927
Sul;Paraná;Feminino;31 a 40;AC-Condutor Moto/Caminhão;427
Sul;Paraná;Feminino;31 a 40;AD-Condutor Moto/Ônibus;4700
Sul;Paraná;Feminino;31 a 40;AE-Condutor Moto/Carreta;810
Sul;Paraná;Feminino;31 a 40;B-Condutor Carro;332761
Sul;Paraná;Feminino;31 a 40;C-Condutor Caminhão;281
Sul;Paraná;Feminino;31 a 40;D-Condutor Ônibus;2430
Sul;Paraná;Feminino;31 a 40;E-Condutor Carreta;235
Sul;Paraná;Feminino;31 a 40;X-Condutor Ciclomotor;1
Sul;Paraná;Feminino;31 a 40;XB-Condutor Ciclomotor/Carro;44
Sul;Paraná;Feminino;41 a 50;A-Condutor Moto;6218
Sul;Paraná;Feminino;41 a 50;AB-Condutor Moto/Carro;111987
Sul;Paraná;Feminino;41 a 50;AC-Condutor Moto/Caminhão;501
Sul;Paraná;Feminino;41 a 50;AD-Condutor Moto/Ônibus;3398
Sul;Paraná;Feminino;41 a 50;AE-Condutor Moto/Carreta;732
Sul;Paraná;Feminino;41 a 50;B-Condutor Carro;335937
Sul;Paraná;Feminino;41 a 50;C-Condutor Caminhão;461
Sul;Paraná;Feminino;41 a 50;D-Condutor Ônibus;3584
Sul;Paraná;Feminino;41 a 50;E-Condutor Carreta;395
Sul;Paraná;Feminino;41 a 50;X-Condutor Ciclomotor;1
Sul;Paraná;Feminino;41 a 50;XB-Condutor Ciclomotor/Carro;46
Sul;Paraná;Feminino;41 a 50;XE-Condutor Ciclomotor/Carreta;4
Sul;Paraná;Feminino;51 a 60;A-Condutor Moto;2795
Sul;Paraná;Feminino;51 a 60;AB-Condutor Moto/Carro;47827
Sul;Paraná;Feminino;51 a 60;AC-Condutor Moto/Caminhão;602
Sul;Paraná;Feminino;51 a 60;AD-Condutor Moto/Ônibus;1319
Sul;Paraná;Feminino;51 a 60;AE-Condutor Moto/Carreta;336
Sul;Paraná;Feminino;51 a 60;B-Condutor Carro;253545
Sul;Paraná;Feminino;51 a 60;C-Condutor Caminhão;868
Sul;Paraná;Feminino;51 a 60;D-Condutor Ônibus;2334
Sul;Paraná;Feminino;51 a 60;E-Condutor Carreta;258
Sul;Paraná;Feminino;51 a 60;X-Condutor Ciclomotor;1
Sul;Paraná;Feminino;51 a 60;XB-Condutor Ciclomotor/Carro;12
Sul;Paraná;Feminino;51 a 60;XC-Condutor Ciclomotor/Caminhão;1
Sul;Paraná;Feminino;51 a 60;XE-Condutor Ciclomotor/Carreta;2
Sul;Paraná;Feminino;61 a 70;A-Condutor Moto;516
Sul;Paraná;Feminino;61 a 70;AB-Condutor Moto/Carro;12819
Sul;Paraná;Feminino;61 a 70;AC-Condutor Moto/Caminhão;253
Sul;Paraná;Feminino;61 a 70;AD-Condutor Moto/Ônibus;259
Sul;Paraná;Feminino;61 a 70;AE-Condutor Moto/Carreta;76
Sul;Paraná;Feminino;61 a 70;B-Condutor Carro;148562
Sul;Paraná;Feminino;61 a 70;C-Condutor Caminhão;705
Sul;Paraná;Feminino;61 a 70;D-Condutor Ônibus;901
Sul;Paraná;Feminino;61 a 70;E-Condutor Carreta;79
Sul;Paraná;Feminino;61 a 70;XB-Condutor Ciclomotor/Carro;2
Sul;Paraná;Feminino;61 a 70;XE-Condutor Ciclomotor/Carreta;1
Sul;Paraná;Feminino;71 a 80;A-Condutor Moto;61
Sul;Paraná;Feminino;71 a 80;AB-Condutor Moto/Carro;1904
Sul;Paraná;Feminino;71 a 80;AC-Condutor Moto/Caminhão;52
Sul;Paraná;Feminino;71 a 80;AD-Condutor Moto/Ônibus;18
Sul;Paraná;Feminino;71 a 80;AE-Condutor Moto/Carreta;8
Sul;Paraná;Feminino;71 a 80;B-Condutor Carro;60121
Sul;Paraná;Feminino;71 a 80;C-Condutor Caminhão;312
Sul;Paraná;Feminino;71 a 80;D-Condutor Ônibus;150
Sul;Paraná;Feminino;71 a 80;E-Condutor Carreta;15
Sul;Paraná;Feminino;71 a 80;XB-Condutor Ciclomotor/Carro;2
Sul;Paraná;Feminino;81 a 90;A-Condutor Moto;7
Sul;Paraná;Feminino;81 a 90;AB-Condutor Moto/Carro;184
Sul;Paraná;Feminino;81 a 90;AC-Condutor Moto/Caminhão;8
Sul;Paraná;Feminino;81 a 90;AD-Condutor Moto/Ônibus;3
Sul;Paraná;Feminino;81 a 90;B-Condutor Carro;16600
Sul;Paraná;Feminino;81 a 90;C-Condutor Caminhão;74
Sul;Paraná;Feminino;81 a 90;D-Condutor Ônibus;43
Sul;Paraná;Feminino;91 a 100;AB-Condutor Moto/Carro;7
Sul;Paraná;Feminino;91 a 100;AC-Condutor Moto/Caminhão;1
Sul;Paraná;Feminino;91 a 100;B-Condutor Carro;2972
Sul;Paraná;Feminino;91 a 100;C-Condutor Caminhão;13
Sul;Paraná;Feminino;91 a 100;D-Condutor Ônibus;11
Sul;Paraná;Feminino;101 a 120;AB-Condutor Moto/Carro;3
Sul;Paraná;Feminino;101 a 120;B-Condutor Carro;166
Sul;Paraná;Feminino;101 a 120;C-Condutor Caminhão;1
Sul;Paraná;Feminino;101 a 120;D-Condutor Ônibus;1
Sul;Rio Grande do Sul;Masculino;18 a 21;A-Condutor Moto;7521
Sul;Rio Grande do Sul;Masculino;18 a 21;AB-Condutor Moto/Carro;36040
Sul;Rio Grande do Sul;Masculino;18 a 21;AC-Condutor Moto/Caminhão;1026
Sul;Rio Grande do Sul;Masculino;18 a 21;AD-Condutor Moto/Ônibus;295
Sul;Rio Grande do Sul;Masculino;18 a 21;AE-Condutor Moto/Carreta;47
Sul;Rio Grande do Sul;Masculino;18 a 21;B-Condutor Carro;55356
Sul;Rio Grande do Sul;Masculino;18 a 21;C-Condutor Caminhão;645
Sul;Rio Grande do Sul;Masculino;18 a 21;D-Condutor Ônibus;158
Sul;Rio Grande do Sul;Masculino;18 a 21;E-Condutor Carreta;31
Sul;Rio Grande do Sul;Masculino;22 a 25;A-Condutor Moto;12751
Sul;Rio Grande do Sul;Masculino;22 a 25;AB-Condutor Moto/Carro;72606
Sul;Rio Grande do Sul;Masculino;22 a 25;AC-Condutor Moto/Caminhão;2085
Sul;Rio Grande do Sul;Masculino;22 a 25;AD-Condutor Moto/Ônibus;6557
Sul;Rio Grande do Sul;Masculino;22 a 25;AE-Condutor Moto/Carreta;1191
Sul;Rio Grande do Sul;Masculino;22 a 25;B-Condutor Carro;104832
