Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Sul;Rio Grande do Sul;Masculino;22 a 25;C-Condutor Caminhão;1423
Sul;Rio Grande do Sul;Masculino;22 a 25;D-Condutor Ônibus;3463
Sul;Rio Grande do Sul;Masculino;22 a 25;E-Condutor Carreta;660
Sul;Rio Grande do Sul;Masculino;22 a 25;XB-Condutor Ciclomotor/Carro;1
Sul;Rio Grande do Sul;Masculino;26 a 30;A-Condutor Moto;13500
Sul;Rio Grande do Sul;Masculino;26 a 30;AB-Condutor Moto/Carro;125782
Sul;Rio Grande do Sul;Masculino;26 a 30;AC-Condutor Moto/Caminhão;4612
Sul;Rio Grande do Sul;Masculino;26 a 30;AD-Condutor Moto/Ônibus;18606
Sul;Rio Grande do Sul;Masculino;26 a 30;AE-Condutor Moto/Carreta;5406
Sul;Rio Grande do Sul;Masculino;26 a 30;B-Condutor Carro;137791
Sul;Rio Grande do Sul;Masculino;26 a 30;C-Condutor Caminhão;1928
Sul;Rio Grande do Sul;Masculino;26 a 30;D-Condutor Ônibus;7469
Sul;Rio Grande do Sul;Masculino;26 a 30;E-Condutor Carreta;1875
Sul;Rio Grande do Sul;Masculino;26 a 30;X-Condutor Ciclomotor;2
Sul;Rio Grande do Sul;Masculino;26 a 30;XB-Condutor Ciclomotor/Carro;2
Sul;Rio Grande do Sul;Masculino;31 a 40;A-Condutor Moto;21324
Sul;Rio Grande do Sul;Masculino;31 a 40;AB-Condutor Moto/Carro;291261
Sul;Rio Grande do Sul;Masculino;31 a 40;AC-Condutor Moto/Caminhão;9886
Sul;Rio Grande do Sul;Masculino;31 a 40;AD-Condutor Moto/Ônibus;73477
Sul;Rio Grande do Sul;Masculino;31 a 40;AE-Condutor Moto/Carreta;26000
Sul;Rio Grande do Sul;Masculino;31 a 40;B-Condutor Carro;267595
Sul;Rio Grande do Sul;Masculino;31 a 40;C-Condutor Caminhão;4733
Sul;Rio Grande do Sul;Masculino;31 a 40;D-Condutor Ônibus;26616
Sul;Rio Grande do Sul;Masculino;31 a 40;E-Condutor Carreta;8792
Sul;Rio Grande do Sul;Masculino;31 a 40;XB-Condutor Ciclomotor/Carro;3
Sul;Rio Grande do Sul;Masculino;31 a 40;XD-Condutor Ciclomotor/Ônibus;1
Sul;Rio Grande do Sul;Masculino;41 a 50;A-Condutor Moto;12927
Sul;Rio Grande do Sul;Masculino;41 a 50;AB-Condutor Moto/Carro;206454
Sul;Rio Grande do Sul;Masculino;41 a 50;AC-Condutor Moto/Caminhão;22975
Sul;Rio Grande do Sul;Masculino;41 a 50;AD-Condutor Moto/Ônibus;63577
Sul;Rio Grande do Sul;Masculino;41 a 50;AE-Condutor Moto/Carreta;28898
Sul;Rio Grande do Sul;Masculino;41 a 50;B-Condutor Carro;240634
Sul;Rio Grande do Sul;Masculino;41 a 50;C-Condutor Caminhão;11413
Sul;Rio Grande do Sul;Masculino;41 a 50;D-Condutor Ônibus;32997
Sul;Rio Grande do Sul;Masculino;41 a 50;E-Condutor Carreta;12932
Sul;Rio Grande do Sul;Masculino;41 a 50;X-Condutor Ciclomotor;4
Sul;Rio Grande do Sul;Masculino;51 a 60;A-Condutor Moto;9787
Sul;Rio Grande do Sul;Masculino;51 a 60;AB-Condutor Moto/Carro;187342
Sul;Rio Grande do Sul;Masculino;51 a 60;AC-Condutor Moto/Caminhão;50175
Sul;Rio Grande do Sul;Masculino;51 a 60;AD-Condutor Moto/Ônibus;40615
Sul;Rio Grande do Sul;Masculino;51 a 60;AE-Condutor Moto/Carreta;20883
Sul;Rio Grande do Sul;Masculino;51 a 60;B-Condutor Carro;203103
Sul;Rio Grande do Sul;Masculino;51 a 60;C-Condutor Caminhão;25948
Sul;Rio Grande do Sul;Masculino;51 a 60;D-Condutor Ônibus;23021
Sul;Rio Grande do Sul;Masculino;51 a 60;E-Condutor Carreta;10453
Sul;Rio Grande do Sul;Masculino;51 a 60;X-Condutor Ciclomotor;6
Sul;Rio Grande do Sul;Masculino;51 a 60;XB-Condutor Ciclomotor/Carro;5
Sul;Rio Grande do Sul;Masculino;61 a 70;A-Condutor Moto;4000
Sul;Rio Grande do Sul;Masculino;61 a 70;AB-Condutor Moto/Carro;111618
Sul;Rio Grande do Sul;Masculino;61 a 70;AC-Condutor Moto/Caminhão;23513
Sul;Rio Grande do Sul;Masculino;61 a 70;AD-Condutor Moto/Ônibus;19801
Sul;Rio Grande do Sul;Masculino;61 a 70;AE-Condutor Moto/Carreta;7960
Sul;Rio Grande do Sul;Masculino;61 a 70;B-Condutor Carro;226921
Sul;Rio Grande do Sul;Masculino;61 a 70;C-Condutor Caminhão;36128
Sul;Rio Grande do Sul;Masculino;61 a 70;D-Condutor Ônibus;24669
Sul;Rio Grande do Sul;Masculino;61 a 70;E-Condutor Carreta;11920
Sul;Rio Grande do Sul;Masculino;61 a 70;X-Condutor Ciclomotor;5
Sul;Rio Grande do Sul;Masculino;61 a 70;XB-Condutor Ciclomotor/Carro;1
Sul;Rio Grande do Sul;Masculino;71 a 80;A-Condutor Moto;1161
Sul;Rio Grande do Sul;Masculino;71 a 80;AB-Condutor Moto/Carro;41389
Sul;Rio Grande do Sul;Masculino;71 a 80;AC-Condutor Moto/Caminhão;4158
Sul;Rio Grande do Sul;Masculino;71 a 80;AD-Condutor Moto/Ônibus;4273
Sul;Rio Grande do Sul;Masculino;71 a 80;AE-Condutor Moto/Carreta;1382
Sul;Rio Grande do Sul;Masculino;71 a 80;B-Condutor Carro;185898
Sul;Rio Grande do Sul;Masculino;71 a 80;C-Condutor Caminhão;16766
Sul;Rio Grande do Sul;Masculino;71 a 80;D-Condutor Ônibus;11853
Sul;Rio Grande do Sul;Masculino;71 a 80;E-Condutor Carreta;4466
Sul;Rio Grande do Sul;Masculino;71 a 80;X-Condutor Ciclomotor;1
Sul;Rio Grande do Sul;Masculino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Sul;Rio Grande do Sul;Masculino;81 a 90;A-Condutor Moto;330
Sul;Rio Grande do Sul;Masculino;81 a 90;AB-Condutor Moto/Carro;11036
Sul;Rio Grande do Sul;Masculino;81 a 90;AC-Condutor Moto/Caminhão;910
Sul;Rio Grande do Sul;Masculino;81 a 90;AD-Condutor Moto/Ônibus;741
Sul;Rio Grande do Sul;Masculino;81 a 90;AE-Condutor Moto/Carreta;136
Sul;Rio Grande do Sul;Masculino;81 a 90;B-Condutor Carro;107919
Sul;Rio Grande do Sul;Masculino;81 a 90;C-Condutor Caminhão;7416
Sul;Rio Grande do Sul;Masculino;81 a 90;D-Condutor Ônibus;4365
Sul;Rio Grande do Sul;Masculino;81 a 90;E-Condutor Carreta;938
Sul;Rio Grande do Sul;Masculino;91 a 100;A-Condutor Moto;58
Sul;Rio Grande do Sul;Masculino;91 a 100;AB-Condutor Moto/Carro;1964
Sul;Rio Grande do Sul;Masculino;91 a 100;AC-Condutor Moto/Caminhão;73
Sul;Rio Grande do Sul;Masculino;91 a 100;AD-Condutor Moto/Ônibus;66
Sul;Rio Grande do Sul;Masculino;91 a 100;AE-Condutor Moto/Carreta;6
Sul;Rio Grande do Sul;Masculino;91 a 100;B-Condutor Carro;45489
Sul;Rio Grande do Sul;Masculino;91 a 100;C-Condutor Caminhão;1293
Sul;Rio Grande do Sul;Masculino;91 a 100;D-Condutor Ônibus;617
Sul;Rio Grande do Sul;Masculino;91 a 100;E-Condutor Carreta;116
Sul;Rio Grande do Sul;Masculino;101 a 120;A-Condutor Moto;5
Sul;Rio Grande do Sul;Masculino;101 a 120;AB-Condutor Moto/Carro;155
Sul;Rio Grande do Sul;Masculino;101 a 120;AC-Condutor Moto/Caminhão;2
Sul;Rio Grande do Sul;Masculino;101 a 120;B-Condutor Carro;6870
Sul;Rio Grande do Sul;Masculino;101 a 120;C-Condutor Caminhão;51
Sul;Rio Grande do Sul;Masculino;101 a 120;D-Condutor Ônibus;20
Sul;Rio Grande do Sul;Masculino;101 a 120;E-Condutor Carreta;3
Sul;Rio Grande do Sul;Masculino;Mais de 120;B-Condutor Carro;1
Sul;Rio Grande do Sul;Feminino;18 a 21;A-Condutor Moto;3621
Sul;Rio Grande do Sul;Feminino;18 a 21;AB-Condutor Moto/Carro;11728
Sul;Rio Grande do Sul;Feminino;18 a 21;AC-Condutor Moto/Caminhão;12
Sul;Rio Grande do Sul;Feminino;18 a 21;AD-Condutor Moto/Ônibus;6
Sul;Rio Grande do Sul;Feminino;18 a 21;B-Condutor Carro;39799
Sul;Rio Grande do Sul;Feminino;18 a 21;C-Condutor Caminhão;15
Sul;Rio Grande do Sul;Feminino;18 a 21;D-Condutor Ônibus;10
Sul;Rio Grande do Sul;Feminino;18 a 21;E-Condutor Carreta;1
Sul;Rio Grande do Sul;Feminino;22 a 25;A-Condutor Moto;7952
Sul;Rio Grande do Sul;Feminino;22 a 25;AB-Condutor Moto/Carro;28485
Sul;Rio Grande do Sul;Feminino;22 a 25;AC-Condutor Moto/Caminhão;47
Sul;Rio Grande do Sul;Feminino;22 a 25;AD-Condutor Moto/Ônibus;164
Sul;Rio Grande do Sul;Feminino;22 a 25;AE-Condutor Moto/Carreta;23
Sul;Rio Grande do Sul;Feminino;22 a 25;B-Condutor Carro;87832
Sul;Rio Grande do Sul;Feminino;22 a 25;C-Condutor Caminhão;35
Sul;Rio Grande do Sul;Feminino;22 a 25;D-Condutor Ônibus;167
Sul;Rio Grande do Sul;Feminino;22 a 25;E-Condutor Carreta;9
Sul;Rio Grande do Sul;Feminino;22 a 25;X-Condutor Ciclomotor;2
Sul;Rio Grande do Sul;Feminino;22 a 25;XB-Condutor Ciclomotor/Carro;1
Sul;Rio Grande do Sul;Feminino;26 a 30;A-Condutor Moto;11094
Sul;Rio Grande do Sul;Feminino;26 a 30;AB-Condutor Moto/Carro;60595
Sul;Rio Grande do Sul;Feminino;26 a 30;AC-Condutor Moto/Caminhão;79
Sul;Rio Grande do Sul;Feminino;26 a 30;AD-Condutor Moto/Ônibus;621
Sul;Rio Grande do Sul;Feminino;26 a 30;AE-Condutor Moto/Carreta;64
Sul;Rio Grande do Sul;Feminino;26 a 30;B-Condutor Carro;138865
Sul;Rio Grande do Sul;Feminino;26 a 30;C-Condutor Caminhão;63
Sul;Rio Grande do Sul;Feminino;26 a 30;D-Condutor Ônibus;391
Sul;Rio Grande do Sul;Feminino;26 a 30;E-Condutor Carreta;31
Sul;Rio Grande do Sul;Feminino;26 a 30;X-Condutor Ciclomotor;4
Sul;Rio Grande do Sul;Feminino;26 a 30;XB-Condutor Ciclomotor/Carro;2
Sul;Rio Grande do Sul;Feminino;31 a 40;A-Condutor Moto;19764
Sul;Rio Grande do Sul;Feminino;31 a 40;AB-Condutor Moto/Carro;136243
Sul;Rio Grande do Sul;Feminino;31 a 40;AC-Condutor Moto/Caminhão;167
Sul;Rio Grande do Sul;Feminino;31 a 40;AD-Condutor Moto/Ônibus;3030
Sul;Rio Grande do Sul;Feminino;31 a 40;AE-Condutor Moto/Carreta;370
Sul;Rio Grande do Sul;Feminino;31 a 40;B-Condutor Carro;341484
Sul;Rio Grande do Sul;Feminino;31 a 40;C-Condutor Caminhão;139
Sul;Rio Grande do Sul;Feminino;31 a 40;D-Condutor Ônibus;1997
Sul;Rio Grande do Sul;Feminino;31 a 40;E-Condutor Carreta;142
Sul;Rio Grande do Sul;Feminino;31 a 40;X-Condutor Ciclomotor;14
Sul;Rio Grande do Sul;Feminino;31 a 40;XB-Condutor Ciclomotor/Carro;4
Sul;Rio Grande do Sul;Feminino;41 a 50;A-Condutor Moto;10884
Sul;Rio Grande do Sul;Feminino;41 a 50;AB-Condutor Moto/Carro;63132
Sul;Rio Grande do Sul;Feminino;41 a 50;AC-Condutor Moto/Caminhão;262
Sul;Rio Grande do Sul;Feminino;41 a 50;AD-Condutor Moto/Ônibus;2197
Sul;Rio Grande do Sul;Feminino;41 a 50;AE-Condutor Moto/Carreta;327
Sul;Rio Grande do Sul;Feminino;41 a 50;B-Condutor Carro;305486
Sul;Rio Grande do Sul;Feminino;41 a 50;C-Condutor Caminhão;294
Sul;Rio Grande do Sul;Feminino;41 a 50;D-Condutor Ônibus;2648
Sul;Rio Grande do Sul;Feminino;41 a 50;E-Condutor Carreta;163
Sul;Rio Grande do Sul;Feminino;41 a 50;X-Condutor Ciclomotor;11
Sul;Rio Grande do Sul;Feminino;41 a 50;XB-Condutor Ciclomotor/Carro;3
Sul;Rio Grande do Sul;Feminino;51 a 60;A-Condutor Moto;4947
Sul;Rio Grande do Sul;Feminino;51 a 60;AB-Condutor Moto/Carro;33482
Sul;Rio Grande do Sul;Feminino;51 a 60;AC-Condutor Moto/Caminhão;431
Sul;Rio Grande do Sul;Feminino;51 a 60;AD-Condutor Moto/Ônibus;825
Sul;Rio Grande do Sul;Feminino;51 a 60;AE-Condutor Moto/Carreta;136
Sul;Rio Grande do Sul;Feminino;51 a 60;B-Condutor Carro;232734
Sul;Rio Grande do Sul;Feminino;51 a 60;C-Condutor Caminhão;394
Sul;Rio Grande do Sul;Feminino;51 a 60;D-Condutor Ônibus;1440
Sul;Rio Grande do Sul;Feminino;51 a 60;E-Condutor Carreta;64
Sul;Rio Grande do Sul;Feminino;51 a 60;X-Condutor Ciclomotor;18
Sul;Rio Grande do Sul;Feminino;51 a 60;XB-Condutor Ciclomotor/Carro;4
Sul;Rio Grande do Sul;Feminino;61 a 70;A-Condutor Moto;791
Sul;Rio Grande do Sul;Feminino;61 a 70;AB-Condutor Moto/Carro;11935
Sul;Rio Grande do Sul;Feminino;61 a 70;AC-Condutor Moto/Caminhão;132
Sul;Rio Grande do Sul;Feminino;61 a 70;AD-Condutor Moto/Ônibus;180
Sul;Rio Grande do Sul;Feminino;61 a 70;AE-Condutor Moto/Carreta;35
Sul;Rio Grande do Sul;Feminino;61 a 70;B-Condutor Carro;162689
Sul;Rio Grande do Sul;Feminino;61 a 70;C-Condutor Caminhão;323
Sul;Rio Grande do Sul;Feminino;61 a 70;D-Condutor Ônibus;544
Sul;Rio Grande do Sul;Feminino;61 a 70;E-Condutor Carreta;37
Sul;Rio Grande do Sul;Feminino;61 a 70;X-Condutor Ciclomotor;5
Sul;Rio Grande do Sul;Feminino;71 a 80;A-Condutor Moto;80
Sul;Rio Grande do Sul;Feminino;71 a 80;AB-Condutor Moto/Carro;2008
Sul;Rio Grande do Sul;Feminino;71 a 80;AC-Condutor Moto/Caminhão;32
Sul;Rio Grande do Sul;Feminino;71 a 80;AD-Condutor Moto/Ônibus;22
Sul;Rio Grande do Sul;Feminino;71 a 80;AE-Condutor Moto/Carreta;3
Sul;Rio Grande do Sul;Feminino;71 a 80;B-Condutor Carro;78292
Sul;Rio Grande do Sul;Feminino;71 a 80;C-Condutor Caminhão;153
Sul;Rio Grande do Sul;Feminino;71 a 80;D-Condutor Ônibus;142
Sul;Rio Grande do Sul;Feminino;71 a 80;E-Condutor Carreta;16
Sul;Rio Grande do Sul;Feminino;81 a 90;A-Condutor Moto;8
Sul;Rio Grande do Sul;Feminino;81 a 90;AB-Condutor Moto/Carro;202
Sul;Rio Grande do Sul;Feminino;81 a 90;AC-Condutor Moto/Caminhão;5
Sul;Rio Grande do Sul;Feminino;81 a 90;AD-Condutor Moto/Ônibus;3
Sul;Rio Grande do Sul;Feminino;81 a 90;B-Condutor Carro;26034
Sul;Rio Grande do Sul;Feminino;81 a 90;C-Condutor Caminhão;33
Sul;Rio Grande do Sul;Feminino;81 a 90;D-Condutor Ônibus;20
Sul;Rio Grande do Sul;Feminino;81 a 90;E-Condutor Carreta;4
Sul;Rio Grande do Sul;Feminino;91 a 100;AB-Condutor Moto/Carro;23
Sul;Rio Grande do Sul;Feminino;91 a 100;AD-Condutor Moto/Ônibus;1
Sul;Rio Grande do Sul;Feminino;91 a 100;B-Condutor Carro;6425
Sul;Rio Grande do Sul;Feminino;91 a 100;C-Condutor Caminhão;5
Sul;Rio Grande do Sul;Feminino;91 a 100;E-Condutor Carreta;1
Sul;Rio Grande do Sul;Feminino;101 a 120;AB-Condutor Moto/Carro;1
Sul;Rio Grande do Sul;Feminino;101 a 120;B-Condutor Carro;445
Sul;Santa Catarina;Masculino;18 a 21;A-Condutor Moto;614
Sul;Santa Catarina;Masculino;18 a 21;AB-Condutor Moto/Carro;79775
Sul;Santa Catarina;Masculino;18 a 21;AC-Condutor Moto/Caminhão;2087
Sul;Santa Catarina;Masculino;18 a 21;AD-Condutor Moto/Ônibus;245
Sul;Santa Catarina;Masculino;18 a 21;AE-Condutor Moto/Carreta;89
Sul;Santa Catarina;Masculino;18 a 21;B-Condutor Carro;20552
Sul;Santa Catarina;Masculino;18 a 21;C-Condutor Caminhão;187
Sul;Santa Catarina;Masculino;18 a 21;D-Condutor Ônibus;19
Sul;Santa Catarina;Masculino;18 a 21;E-Condutor Carreta;14
Sul;Santa Catarina;Masculino;18 a 21;XB-Condutor Ciclomotor/Carro;1
Sul;Santa Catarina;Masculino;22 a 25;A-Condutor Moto;1665
Sul;Santa Catarina;Masculino;22 a 25;AB-Condutor Moto/Carro;135255
Sul;Santa Catarina;Masculino;22 a 25;AC-Condutor Moto/Caminhão;5163
Sul;Santa Catarina;Masculino;22 a 25;AD-Condutor Moto/Ônibus;5905
Sul;Santa Catarina;Masculino;22 a 25;AE-Condutor Moto/Carreta;1720
Sul;Santa Catarina;Masculino;22 a 25;B-Condutor Carro;38023
Sul;Santa Catarina;Masculino;22 a 25;C-Condutor Caminhão;551
Sul;Santa Catarina;Masculino;22 a 25;D-Condutor Ônibus;631
Sul;Santa Catarina;Masculino;22 a 25;E-Condutor Carreta;201
Sul;Santa Catarina;Masculino;22 a 25;XB-Condutor Ciclomotor/Carro;1
Sul;Santa Catarina;Masculino;26 a 30;A-Condutor Moto;2031
Sul;Santa Catarina;Masculino;26 a 30;AB-Condutor Moto/Carro;193510
Sul;Santa Catarina;Masculino;26 a 30;AC-Condutor Moto/Caminhão;9386
Sul;Santa Catarina;Masculino;26 a 30;AD-Condutor Moto/Ônibus;16543
Sul;Santa Catarina;Masculino;26 a 30;AE-Condutor Moto/Carreta;6914
Sul;Santa Catarina;Masculino;26 a 30;B-Condutor Carro;49345
Sul;Santa Catarina;Masculino;26 a 30;C-Condutor Caminhão;732
Sul;Santa Catarina;Masculino;26 a 30;D-Condutor Ônibus;1523
Sul;Santa Catarina;Masculino;26 a 30;E-Condutor Carreta;512
Sul;Santa Catarina;Masculino;26 a 30;XB-Condutor Ciclomotor/Carro;7
Sul;Santa Catarina;Masculino;26 a 30;XE-Condutor Ciclomotor/Carreta;1
Sul;Santa Catarina;Masculino;31 a 40;A-Condutor Moto;3553
Sul;Santa Catarina;Masculino;31 a 40;AB-Condutor Moto/Carro;383230
Sul;Santa Catarina;Masculino;31 a 40;AC-Condutor Moto/Caminhão;21995
Sul;Santa Catarina;Masculino;31 a 40;AD-Condutor Moto/Ônibus;63024
Sul;Santa Catarina;Masculino;31 a 40;AE-Condutor Moto/Carreta;32622
Sul;Santa Catarina;Masculino;31 a 40;B-Condutor Carro;102384
Sul;Santa Catarina;Masculino;31 a 40;C-Condutor Caminhão;2447
Sul;Santa Catarina;Masculino;31 a 40;D-Condutor Ônibus;6193
Sul;Santa Catarina;Masculino;31 a 40;E-Condutor Carreta;3559
Sul;Santa Catarina;Masculino;31 a 40;XB-Condutor Ciclomotor/Carro;15
Sul;Santa Catarina;Masculino;41 a 50;A-Condutor Moto;3047
Sul;Santa Catarina;Masculino;41 a 50;AB-Condutor Moto/Carro;245573
Sul;Santa Catarina;Masculino;41 a 50;AC-Condutor Moto/Caminhão;33609
Sul;Santa Catarina;Masculino;41 a 50;AD-Condutor Moto/Ônibus;47043
Sul;Santa Catarina;Masculino;41 a 50;AE-Condutor Moto/Carreta;37592
Sul;Santa Catarina;Masculino;41 a 50;B-Condutor Carro;118938
Sul;Santa Catarina;Masculino;41 a 50;C-Condutor Caminhão;6864
Sul;Santa Catarina;Masculino;41 a 50;D-Condutor Ônibus;10193
Sul;Santa Catarina;Masculino;41 a 50;E-Condutor Carreta;7708
Sul;Santa Catarina;Masculino;41 a 50;X-Condutor Ciclomotor;1
Sul;Santa Catarina;Masculino;41 a 50;XB-Condutor Ciclomotor/Carro;12
Sul;Santa Catarina;Masculino;41 a 50;XC-Condutor Ciclomotor/Caminhão;1
Sul;Santa Catarina;Masculino;41 a 50;XE-Condutor Ciclomotor/Carreta;1
Sul;Santa Catarina;Masculino;51 a 60;A-Condutor Moto;3022
Sul;Santa Catarina;Masculino;51 a 60;AB-Condutor Moto/Carro;180407
Sul;Santa Catarina;Masculino;51 a 60;AC-Condutor Moto/Caminhão;43036
Sul;Santa Catarina;Masculino;51 a 60;AD-Condutor Moto/Ônibus;23962
Sul;Santa Catarina;Masculino;51 a 60;AE-Condutor Moto/Carreta;24239
Sul;Santa Catarina;Masculino;51 a 60;B-Condutor Carro;109946
Sul;Santa Catarina;Masculino;51 a 60;C-Condutor Caminhão;13973
Sul;Santa Catarina;Masculino;51 a 60;D-Condutor Ônibus;7943
Sul;Santa Catarina;Masculino;51 a 60;E-Condutor Carreta;7607
Sul;Santa Catarina;Masculino;51 a 60;XB-Condutor Ciclomotor/Carro;6
Sul;Santa Catarina;Masculino;61 a 70;A-Condutor Moto;1508
Sul;Santa Catarina;Masculino;61 a 70;AB-Condutor Moto/Carro;94091
Sul;Santa Catarina;Masculino;61 a 70;AC-Condutor Moto/Caminhão;17605
Sul;Santa Catarina;Masculino;61 a 70;AD-Condutor Moto/Ônibus;11491
Sul;Santa Catarina;Masculino;61 a 70;AE-Condutor Moto/Carreta;9923
Sul;Santa Catarina;Masculino;61 a 70;B-Condutor Carro;121937
Sul;Santa Catarina;Masculino;61 a 70;C-Condutor Caminhão;17056
Sul;Santa Catarina;Masculino;61 a 70;D-Condutor Ônibus;8169
Sul;Santa Catarina;Masculino;61 a 70;E-Condutor Carreta;8342
Sul;Santa Catarina;Masculino;61 a 70;XB-Condutor Ciclomotor/Carro;2
Sul;Santa Catarina;Masculino;71 a 80;A-Condutor Moto;621
Sul;Santa Catarina;Masculino;71 a 80;AB-Condutor Moto/Carro;32481
Sul;Santa Catarina;Masculino;71 a 80;AC-Condutor Moto/Caminhão;2759
Sul;Santa Catarina;Masculino;71 a 80;AD-Condutor Moto/Ônibus;2037
Sul;Santa Catarina;Masculino;71 a 80;AE-Condutor Moto/Carreta;1410
Sul;Santa Catarina;Masculino;71 a 80;B-Condutor Carro;94517
Sul;Santa Catarina;Masculino;71 a 80;C-Condutor Caminhão;6943
Sul;Santa Catarina;Masculino;71 a 80;D-Condutor Ônibus;3307
Sul;Santa Catarina;Masculino;71 a 80;E-Condutor Carreta;2470
Sul;Santa Catarina;Masculino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Sul;Santa Catarina;Masculino;81 a 90;A-Condutor Moto;194
Sul;Santa Catarina;Masculino;81 a 90;AB-Condutor Moto/Carro;6944
Sul;Santa Catarina;Masculino;81 a 90;AC-Condutor Moto/Caminhão;442
Sul;Santa Catarina;Masculino;81 a 90;AD-Condutor Moto/Ônibus;276
Sul;Santa Catarina;Masculino;81 a 90;AE-Condutor Moto/Carreta;106
Sul;Santa Catarina;Masculino;81 a 90;B-Condutor Carro;47846
Sul;Santa Catarina;Masculino;81 a 90;C-Condutor Caminhão;2558
Sul;Santa Catarina;Masculino;81 a 90;D-Condutor Ônibus;902
Sul;Santa Catarina;Masculino;81 a 90;E-Condutor Carreta;436
Sul;Santa Catarina;Masculino;91 a 100;A-Condutor Moto;26
Sul;Santa Catarina;Masculino;91 a 100;AB-Condutor Moto/Carro;928
Sul;Santa Catarina;Masculino;91 a 100;AC-Condutor Moto/Caminhão;28
Sul;Santa Catarina;Masculino;91 a 100;AD-Condutor Moto/Ônibus;10
Sul;Santa Catarina;Masculino;91 a 100;AE-Condutor Moto/Carreta;2
Sul;Santa Catarina;Masculino;91 a 100;B-Condutor Carro;15784
Sul;Santa Catarina;Masculino;91 a 100;C-Condutor Caminhão;297
Sul;Santa Catarina;Masculino;91 a 100;D-Condutor Ônibus;98
Sul;Santa Catarina;Masculino;91 a 100;E-Condutor Carreta;25
Sul;Santa Catarina;Masculino;101 a 120;A-Condutor Moto;2
Sul;Santa Catarina;Masculino;101 a 120;AB-Condutor Moto/Carro;38
Sul;Santa Catarina;Masculino;101 a 120;AD-Condutor Moto/Ônibus;1
Sul;Santa Catarina;Masculino;101 a 120;B-Condutor Carro;1611
Sul;Santa Catarina;Masculino;101 a 120;C-Condutor Caminhão;7
Sul;Santa Catarina;Masculino;101 a 120;D-Condutor Ônibus;2
Sul;Santa Catarina;Masculino;101 a 120;E-Condutor Carreta;1
Sul;Santa Catarina;Feminino;18 a 21;A-Condutor Moto;336
Sul;Santa Catarina;Feminino;18 a 21;AB-Condutor Moto/Carro;43989
Sul;Santa Catarina;Feminino;18 a 21;AC-Condutor Moto/Caminhão;47
Sul;Santa Catarina;Feminino;18 a 21;AD-Condutor Moto/Ônibus;10
Sul;Santa Catarina;Feminino;18 a 21;AE-Condutor Moto/Carreta;1
Sul;Santa Catarina;Feminino;18 a 21;B-Condutor Carro;26014
Sul;Santa Catarina;Feminino;18 a 21;C-Condutor Caminhão;10
Sul;Santa Catarina;Feminino;22 a 25;A-Condutor Moto;1205
Sul;Santa Catarina;Feminino;22 a 25;AB-Condutor Moto/Carro;84368
Sul;Santa Catarina;Feminino;22 a 25;AC-Condutor Moto/Caminhão;141
Sul;Santa Catarina;Feminino;22 a 25;AD-Condutor Moto/Ônibus;211
Sul;Santa Catarina;Feminino;22 a 25;AE-Condutor Moto/Carreta;23
Sul;Santa Catarina;Feminino;22 a 25;B-Condutor Carro;52751
Sul;Santa Catarina;Feminino;22 a 25;C-Condutor Caminhão;19
Sul;Santa Catarina;Feminino;22 a 25;D-Condutor Ônibus;53
Sul;Santa Catarina;Feminino;22 a 25;E-Condutor Carreta;6
Sul;Santa Catarina;Feminino;22 a 25;XB-Condutor Ciclomotor/Carro;1
Sul;Santa Catarina;Feminino;26 a 30;A-Condutor Moto;1967
Sul;Santa Catarina;Feminino;26 a 30;AB-Condutor Moto/Carro;136432
Sul;Santa Catarina;Feminino;26 a 30;AC-Condutor Moto/Caminhão;227
Sul;Santa Catarina;Feminino;26 a 30;AD-Condutor Moto/Ônibus;847
Sul;Santa Catarina;Feminino;26 a 30;AE-Condutor Moto/Carreta;113
Sul;Santa Catarina;Feminino;26 a 30;B-Condutor Carro;78006
Sul;Santa Catarina;Feminino;26 a 30;C-Condutor Caminhão;38
Sul;Santa Catarina;Feminino;26 a 30;D-Condutor Ônibus;127
Sul;Santa Catarina;Feminino;26 a 30;E-Condutor Carreta;10
Sul;Santa Catarina;Feminino;26 a 30;XB-Condutor Ciclomotor/Carro;2
Sul;Santa Catarina;Feminino;31 a 40;A-Condutor Moto;4226
Sul;Santa Catarina;Feminino;31 a 40;AB-Condutor Moto/Carro;271698
Sul;Santa Catarina;Feminino;31 a 40;AC-Condutor Moto/Caminhão;544
Sul;Santa Catarina;Feminino;31 a 40;AD-Condutor Moto/Ônibus;3302
Sul;Santa Catarina;Feminino;31 a 40;AE-Condutor Moto/Carreta;567
Sul;Santa Catarina;Feminino;31 a 40;B-Condutor Carro;186210
Sul;Santa Catarina;Feminino;31 a 40;C-Condutor Caminhão;132
Sul;Santa Catarina;Feminino;31 a 40;D-Condutor Ônibus;687
Sul;Santa Catarina;Feminino;31 a 40;E-Condutor Carreta;76
Sul;Santa Catarina;Feminino;31 a 40;X-Condutor Ciclomotor;1
Sul;Santa Catarina;Feminino;31 a 40;XB-Condutor Ciclomotor/Carro;11
Sul;Santa Catarina;Feminino;41 a 50;A-Condutor Moto;3049
